nivel,entidad,programa,subprgrama,monto,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",11- MEJORAR LA CALIDAD DE VIDA Y PREVENIR LA FIBROSIS QUISTICA Y EL RETARDO MENTAL PRODUCIDO POR EL HIPOTIROIDISMO Y LA FENILCETONURIA,698043743,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",85- *,688803977,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,5- *,688394334,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,28- *,672594946,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"2- MEJORAR LA ORIENTACION DE LAS ACCIONES EN LA ATENCION DE LOS SERVICIOS SOCIALES DE PRIMERA NECESIDAD (SALUD) A TRAVES DE LA ADOPCION DE MECANISMOS DE PRIORIZACION DE OBJETIVOS SUPERLATIVOS Y ESTRATEGIAS, Y EL CONSTANTE RELEVAMIENTO Y ANALISIS DE LOS IND (...)",660001826,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","1- EL CIMEE FUE CREADO PARA PLANEAR, ORIENTAR, COORDINAR Y CONTROLAR LAS ACTIVIDADES RELACIONADAS CON LA FORMACION, PERFECCIONAMIENTO PROFESIONAL Y CULTURAL DEL PERSONAL DEL EJERCITO.",627763738,,,
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- -DESARROLLO DEL 100 % DEL PLAN CURRICULAR.,1- *,608643913,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",8- UNIDAD DE ENTRENAMIENTO Y CAPACITACION DE OFICIALES Y SUB OFICIALES DEL ARMA DE INFANTERIA,598701982,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",83- *,580590927,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
","4- SON PROCESOS TECNICOS Y ACCIONES LEGALES DE MEDIDAS DE PROTECCION FITOSANITARIA ASI COMO ACCIONES ADM./FINANCIERAS PARA GARANTIZAR LA PRODUCCION AGRICOLA, LOS INSUMOS AGRICOLAS DE IMPORTACION Y EXPORTACION QUE SON CONTROLADAS PARA SU COMERCIALIZACION, C (...)",578963289,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","15- REALIZACIÓN DE RECTORIAS Y ATENCION DE LA SALUD CON ACCIONES EDUCATIVAS, PROMOCIONALES, DIAGNOSTICAS DE TRATAMIENTO PARA MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS OSTOMIZADAS, DEBIDO A PATOLOGIAS CONGÉNITAS O ADQUIRIDAS.",552503511,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,4- *,"2- - PROGRAMA, COORDINA, EJECUTA Y CONTROLA LOS ACTOS PROTOCOLARES EN LOS EVENTOS DE CARACTER CASTRENSE, LOS QUE PRESIDE EL SR COMANDANTE EN JEFE DE LAS FFAA Y/O EL SR COMANDANTE DE LAS FUERZAS MILITARES.
- ES EL ORGANISMO TECNICO ENCARGADO DE GARANTIZAR L (...)",524506647,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)","12- REDUCCION MORBI MORTALIDAD POR CANCER DE CUELLO UTERINO Y MAMAS, MEDIANTE EL DIAGNOSTICO PRECOZ Y EL TRATAMIENTO OPORTUNO DE LESIONES PRECANCEROSAS EN LA POBLASION FEMENINA DEL PARAGUAY",508805466,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,32- *,457633372,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
","3- APOYO EN EL AREA DE COMUNICACIONES AL EJERCITO PARAGUAYO EN CUANTO A RR.HH., MANTENIMIENTO, REPARACIÓN Y USO DE LOS EQUIPOS.",450745563,,,
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,"2- MEDIANTE LA CREACIÓN DE ESTE PROGRAMA SE PODRA CUMPLIR UNA ACTIVIDAD PROPIA Y ESPECIFICA OBTENIENDO INDEPENDENCIA EN LA APLICACIÓN DE LOS RECURSOS.
LOGRAR MAYOR EFICIENCIA MEDIANTE UNA MEJOR OPERATIVIDAD EN LA DISTRIBUCIÓN DE LOS RECURSOS DISPONIBLES ES (...)",0- *,430791134,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,2- *,"19- CONSTRUCCIÓN DE UNA NUEVA TERMINAL PORTUARIA MULTIPROPÓSITO EN LA CIUDAD DE PILAR, DEPARTAMENTO DE ÑEEMBUCÚ, CONTRIBUYENDO DE ESTE MODO AL MEJORAMIENTO DE LA INFRAESTRUCTURA PORTUARIA DEL PAÍS Y AL MEJORAMIENTO DEL SISTEMA NACIONAL DE TRANSPORTE FLUVIA (...)",422594223,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,9- *,418667536,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",3- COMANDO DE INSTITUTOS AERONAUTICOS DE ENSEÑANZA,418238591,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,1- *,5- *,414915395,,,
11-PODER LEGISLATIVO,03-CÁMARA DE DIPUTADOS,2- **,0- *,408624511,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,27-COMISION NACIONAL DE LA COMPETENCIA,1- *,0- *,390774276,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,2- *,390214860,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,3- *,385869268,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",2- APOYO DE FUEGO DE ARTILLERIA A LAS OPERACIONES MILITARES DEL EJERCITO PARAGUAYO.,381265470,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",5- UNIDAD DE ASISTENCIA MÉDICA Y AMBULATORIA,373839449,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,372607215,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",3- *,372076283,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"6- ES EL SERVICIO DESDE LA IGLESIA CATOLICA A LA COMUNIDAD DE LAS FFAA, EN VIRTUD AL CONVENIO ESTABLECIDO ENTRE LA SANTA SEDE Y LA REPUBLICA DEL PARAGUAY, APROBADO POR LEY Nº 2200/03. TIENE LA MISION DE PROMOVER LA CONCIENCIA CRISTIAN A TRAVES DEL EVANGELI (...)",369377132,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,8- *,359430226,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,2- *,356625087,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",13- UNIDAD RESPONSABLE DE ENTRENAR A OFICIALES Y SUB OFICIALES DE LAS FUERZAS ARMADAS DE LA NACION A REALIZAR OPERACIONES DE PAZ,350650465,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"3- DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 426/94
APOYO LOGÍSTICO PARA EL FUNCIONAMIENTO DE LA JUNTA",0- *,347853767,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"4- MEJORAR LA ORIENTACION DE LAS ACCIONES EN LA ATENCION DE LAS DEMANDAS PUNTUALES SURGIDAS EN LOS SECTORES DE LA MUJER, JUVENTUD E INFANCIA, ASÍ COMO EN LA ASISTENCIA SOCIAL DE SECTORES ALTAMENTE CARENCIADOS, A TRAVES DE LA ADOPCION DE MECANISMO DE PRIORI (...)",341749080,,,
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,1- *,3- *,330189126,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",4- OFICIALES Y SUB OFICIALES ESPECIALIZADOS EN OPERACIONES ESPECIALES,330182322,,,
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,329658288,,,
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,02-CAJA DE SEGURIDAD SOCIAL DE EMPLEADOS Y OBREROS FERROVIARIOS,"1- -TIEMPO EMPLEADO EN LOS TRÁMITES ADMINISTRATIVOS.
-CALIDAD DE LAS DECISIONES TOMADAS A NIVEL GERENCIAL.
-CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
",0- *,327933900,,,
12-PODER EJECUTIVO,13-MINISTERIO DE OBRAS PÚBLICAS Y COMUNICACIONES,3- *,31- *,327140128,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,3- *,323306664,,,
22-GOBIERNOS DEPARTAMENTALES,17-GOBIERNO DEPARTAMENTAL DE ALTO PARAGUAY,1- *,5- *,320578267,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"10- ORGANIZAR EL SERVICIO MILITAR OBLIGATORIO; ENROLAMIENTO, RECLUTAMIENTO Y MOVILIZACION, CLASIFICACION Y DISTRIBUCION, INCORPORACION Y LICENCIAMIENTO; CONTROL Y LAS ESTADISTICAS DE LAS FFAA Y DE LAS RESERVAS.",317758264,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",6- 0,316032879,,,
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",4- *,314907741,,,
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,5- *,306790557,,,
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,31-AUTORIDAD REGULADORA RADIOLOGICA Y NUCLEAR,1- *,0- *,295315933,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"4- ES LA DEPENDENCIA QUE SE ENCARGA DEL RASTREO DE ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS.",293342835,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"4- IMPLEMENTAR UN SISTEMA PARA PRODUCIR CARTOGRAFIA DIGITAL

",292162216,,,
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.,0- *,290492672,,,
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,1- *,5-  INVESTIGACION EDUCATIVA,288958637,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",2- BRIGADA AEROTRANSPORTADA,286728773,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","7- INSTITUCION ACADEMICA DE LAS FUERZAS ARMADAS QUE PLANIFICA, ORGANIZA Y EJECUTA CURSOS DE FORMACION PROFESIONAL EN EL AREA DE EDUCACION FISICA Y SALUD.",278193121,,,
12-PODER EJECUTIVO,03-MINISTERIO DEL INTERIOR,1- *,0- *,276890145,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",15- *,261029727,,,
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,1- *,8- *,256693319,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",5- *,251175756,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- *,0- *,231578240,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","3- PERFECCIONAR Y ESPECIALIZAR OFICIALES SUBALTERNO EN EL GRADO DE CAPITAN DESARROLLANDO LA FUNCION ACADEMICA, VISANDO LA CAPACITACION PROFESIONAL DE LOS SEÑORES OFICIALES ALUMNOS PARA LA CONDUCCION EFICIENTE DE LAS OPERACIONES TACTICAS Y ADMINISTRATIVAS D (...)",230472674,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",2- INSTITUCIÓN ENCARCARGADA DICTAR CURSO DE COMANDO Y ESTADO MAYOR A OFICIALES SUPERIORES CON ENFASIS EN LICENCIATURA EN OPERACIONES MILITARES,218718190,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
",2- LOCALIZACIÓN Y CONTROL DE ZONAS FRONTERIZAS,216917957,,,
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"4- PAGO A BENEFICIARIOS VETERANOS, HEREDEROS, PENSION ALIMENTARIA ADULTOS MAYORES, SUBSIDIOS A VETERANOS Y LISIADOS, PENSION GRACIABLE, GASTOS DE SEPELIO Y HABERES ATRASADOS POR RESOLUCION DPNC.",3- GASTOS RELACIONADOS AL LOGRO DE LOS OBJETIVOS DEL PROGRAMA.,214619209,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,17- *,0- *,213666666,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
",6- *,200278900,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,6- - ALUMNOS CAPACITADOS,"2- ENSEÑANZA DE IDIOMAS A MILITARES EXTENSIVO A CIVILES.
ELABORAR LOS MANUALES DE FUNCIONES Y PROCEDIMIENTOS Y EL REGLAMENTO INTERNO.
RENOVAR EL LABORATORIO INFORMATICO DE ENSEÑANZA.
ADQUISICION DE EQUIPOS DE OFICINA Y COMPUTACION.
MANTENER, REPARAR, Y CON (...)",196942230,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,5- DIRECCIÓN COMPONENTE DEL COMANDO LOGISTICO CUYA FUNCIÓN ES LA CAPACITACIÒN Y ACTUALIZACIÓN DEL PERSONAL MILITAR Y CIVIL  EN MATERIA AGROPECUARIA PARA ATENDER LAS NECESIDADES DE LAS FFAANN,196347033,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,4- *,188780501,,,
12-PODER EJECUTIVO,11-MINISTERIO DE INDUSTRIA Y COMERCIO,4- *,2- *,184220749,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"6- DIRECCIÓN COMPONENTE DEL COMANLOG FORMADORA DE MUSICOS PARA LAS BANDAS MILITARES PRINCIPALMENTE Y EN FORMA SECUNDARIA PARA OTRAS DEPENDENCIA DE LOS ORGANISMO DEL ESTADO
PARTICIPA DE LA DEFENSA DEL PATRIMONIO CULTURAL DEL PAÍS A TRAVES DE LA EXTENSIÓN MU (...)",183223048,,,
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,5- *,172539500,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
",4- *,172070186,,,
12-PODER EJECUTIVO,08-MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL,"1- -PROMOVER LA PARTICIPACIÓN CIUDADANA EN EL ACCIONAR DEL SISTEMA NACIONAL DE SALUD MEDIANTE PROCESOS DE INFORMACIÓN, EDUCACIÓN Y COMUNICACIÓN, QUE FOMENTEN LA PROMOCIÓN DE LA SALUD Y LA PREVENCIÓN DE ENFERMEDADES, EN EL ÁMBITO COLECTIVO, FAMILIAR E INDIV (...)",22- FORTALECER EL NIVEL DE LOS RECURSOS HUMANOS DEL AREA DE SALUD A NIVEL NACIONAL,157616131,,,
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,"2- *
","5- INCORPORACIÓN ORDENADA DE PRODUCTOS DE LA BIOSEGURIDAD MODERNA EN EL SISTEMA PRODUCTIVO DE ACUERDO AL USO PROPUESTO Y BASADO EN LA INFORMACIÓN CIENTIFICA.-
",148306874,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"5- -RECURSOS HUMANOS CAPACITADOS.
-REDUCCION DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
",3- *,138646499,,,
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,6- *,137991653,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",9- *,128843975,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,10- *,109077104,,,
12-PODER EJECUTIVO,09-MINISTERIO DE JUSTICIA Y TRABAJO,"2- - INSCRIPCIÒN Y EXPEDICIÓN DE CERTIFICADOS DE HECHOS VITALES (NACIMIENTOS, MATRIMONIOS, DEFUNCIONES)

",5- *,105000000,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","12- DESARROLLAR LA FUNCION ACADEMICA, BUSCANDO LA EXCELENCIA EN LA CAPACITACON PROFESIONAL DEL PERSONAL MILITAR EN LA ESPECIALIDAD DE INTELIGENCIA.
INCORPORAR AL CURSANTE LOS CONOCIMIENTOS TECNICOS ESENCIALES A FIN DE ASEGURAR UNA BASE CULTURAL NECESARIA P (...)",102263766,,,
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,11- *,102124932,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,3- FINANCIA GASTOS DE MANTENIMIENTO Y REPARACION DEL EDIFICIO QUE SIRVE DE ASIENTO AL GRAN CUARTEL GENERAL DEL COMANDO EN JEFE DE LAS FFAA DE LA NACION. EDIFICIO CONFORMADO POR DIEZ PISOS (15.000 M2) Y OTRAS CONSTRUCCIONES MENORES DISTRIBUIDOS EN SU ALREDE (...),91356087,,,
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"1- -NUMEROS DE CARRERAS ACREDITADAS SEGUN CONVOCATORIA DE ANEAES 
-NUMEROS DE NUEVAS CARRERAS HABILITADAS
-PORCENTAJE DE TITULACION DE CARRERAS 
-GRADO DE SATISFACCION DE LOS EGRESADOS
-NUMERO DE POSTITULO Y POSTGRADO DESARROLLADOS
-NUMERO DE DOCENTES E IN (...)",1- DESARROLLAR CURSOS A NIVEL POSTGRADO MULTIDISCIPLINARIO PARA EGRESADOS DE LA UNA Y UNIVERSIDADES PRIVADAS,89525488,,,
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,5- *,80046500,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","11- ESPECIALIZACION DE IDIOMAS (INGLES, PORTUGUES) A OFICIALES, SUB OFICIALES Y FUNCIONARIOS PUBLICOS",79845852,,,
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",9- *,69890875,,,
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"6- CREACIÓN DE UN ESCENARIO INSTITUCIONAL PARA PROMOVER ACCIONES TENDIENTES A FORTALECER EL RELACIONAMIENTO POLÍTICO, PROGRAMÁTICO, OPERATIVO Y PRESUPUESTARIO MEDIANTE ALIANZAS ESTRATÉGICAS, GERENCIANDO EN FORMA APROPIADA, CONSERTADA Y PARTICIPATIVA LA EJE (...)",68999492,,,
11-PODER LEGISLATIVO,01-CONGRESO NACIONAL,6- TUTELAR LOS INTERESES JURIDICOS CONFIADOS POR LA SOCIEDAD A LA ADMINISTRACION DE LA JUSTICIA.,0- *,66083333,,,
25-EMPRESAS PÚBLICAS,06-PETRÓLEOS PARAGUAYOS,2- *,0- *,63636364,,,
