nivel,entidad,programa,subprograma,monto
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,5- *,"3- FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACION, CARRERA DE LICENCIATURA EN MATEMATICA Y FISICA",8224072920
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,5- *,8194118724
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,"4- TOTAL DE ALUMNOS FORMADOS EN CIENCIAS ECONOMICAS, CONTABLES Y ADMINISTRATIVAS POR AÑO.","3- FORMAR PROFESIONALES COMPETENTES PARA EL MERCADO LABORAL, ATENDIENDO A LAS EXIGENCIAS DEL MERCOSUR Y COMPROMETIDOS CON LA REALIDAD SOCIOECONÓMICA DE LA REGIÓN",8128037016
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"1- - ES LA DEPENDENCIA DE LA DIMABEL QUE SE ENCARGA DEL MANTENIMIENTO DE TODOS LOS ARMAMENTOS PERTENECIENTES A LAS FFAA DE LA NACION, PARA SU BUEN MANEJO OPERATIVO
- PERMITE EL FUNCIONAMIENTO DE LA ESCUELA DE FORMACION DE SUB OFICIALES DEL ARMA DE MATERIAL (...)",8040889392
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,12- -DOCENTES FORMADOS,"3- -EL SUBPROGRAMA SE ENCAMINA A OFRECER UNA FORMACION DE CALIDAD A DOCENTES NO TITULADOS O TITULADOS SIN ESPECIALIDAD, PREFERENTEMENTE DE AREAS RURALES O MARGINALES QUE EJERCEN SU LABOR EN CENTROS PUBLICOS, TANTO EN LA PROFESIONALIZACION, CAPACITACION Y A (...)",8040000000
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,1- *,2- CCP,7996443648
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,5- *,"2- FACULTAD DE HUMANIDADES Y CIENCIAS DE LA EDUCACION, CARRERA DE LICENCIATURA EN CIENCIAS DE LA COMUNICACION PARA EL DESARROLLO.-",7898290308
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,7- - CUMPLIR EN FORMA EFICIENTE LA MISION ASIGNADA POR LA CONSTITUCION NACIONAL Y LAS LEYES.,"4- IMPLEMENTAR UN SISTEMA PARA PRODUCIR CARTOGRAFIA DIGITAL

",7822475580
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,2- *,6- *,7750932240
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,6- *,2- *,7675099488
28-UNIVERSIDADES NACIONALES,04-UNIVERSIDAD NACIONAL DE ITAPÚA,5- TOTAL DE ALUMNOS FORMADOS EN LAS AREAS DE CIENCIAS SOCIALES Y CULTURA GUARANI POR AÑO.,"1- FORMAR PROFESIONALES IDONEOS PARA EL MERCADO LABORAL, COMPROMETIDOS CON LA REALIDAD DE LA REGIÓN Y EL PAÍS.",7638391008
22-GOBIERNOS DEPARTAMENTALES,06-GOBIERNO DEPARTAMENTAL DE CAAZAPÁ,3- *,"1- MEJORAMIENTO DE LA GESTIÓN INSTITUCIONAL PARA SU VINCULACIÓN MÁS EFECTIVA A LOS PROGRAMAS Y PROYECTOS DE DESARROLLO REGIONAL, EN EL PROCESO DE DESCENTRALIZACIÓN GUVERNATIVA DEL PAIS, Y AL ACOMPAÑAMIENTO A INICIATIVAS SUB-NACIONALES E INTERNACIONALES HAC (...)",7609648164
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,"23- - DISCIPLINAS DEPORTIVAS FOMENTADAS
- 52 INSTITUCIONES DEPORTIVAS APOYADAS ECONOMICAMENTE
- PROFESIONALES CONTRATADOS PARA LA DIFUSIÓN Y CONCIENTIZACIÓN DEPORTIVA.",2- *,7600366632
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,7- *,3- INGENIERIA CIVIL,7489027008
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,20- *,0- *,7463704836
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,15- *,0- *,7395773160
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,8- *,0- *,7350826560
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",8- UNIDAD DE ENTRENAMIENTO Y CAPACITACION DE OFICIALES Y SUB OFICIALES DEL ARMA DE INFANTERIA,7339342812
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,8- *,7251563568
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"5- - RECONOCIMIENTO DE PERSONERIA JURIDICA DE ENTIDADES RELIGIOSAS. 
- INSCRIPCIÓN Y RENOVACIÓN DE CERTIFICADOS A ENTIDADES RELIGIOSAS. 
- EMISIÓN DE CARNETS A RELIGIOSOS.
- TRÁMITES LEGALES PARA RADICACIÓN DE PASTORES EXTRANJEROS.
- IMPRESIÓN DE ESTATUTOS (...)",0- *,7222612044
22-GOBIERNOS DEPARTAMENTALES,08-GOBIERNO DEPARTAMENTAL DE MISIONES,1- *,"4- MEJORAR LA CALIDAD DE VIDA DE LAS PERSONAS MAS VULNERABLES, PROPORCIONANDO LOS MECANISMOS Y ORIENTACIONES PARA LOGRAR SUS PROPOSITOS",7199527596
22-GOBIERNOS DEPARTAMENTALES,03-GOBIERNO DEPARTAMENTAL DE CORDILLERA,1- *,5- *,7059207192
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,11- *,2- *,7024766460
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,3- *,2- CLE,6978520320
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,11- *,3- *,6975621240
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,9- *,6915385680
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",5- UNIDAD DE ASISTENCIA MÉDICA Y AMBULATORIA,6887119200
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,17-INSTITUTO PARAGUAYO DE ARTESANIA,"1- OBTENER LA EFECTIVIDAD PARA EL LOGRO DE UNA ADMINISTRACIÓN EFICIENTE DE LOS RECURSOS HUMANOS, MATERIALES Y FINANCIEROS DISPONIBLES, CON LA REDUCCIÓN EN EL TIEMPO DE GESTIÓN Y TRÁMITES ADMINISTRATIVOS PARA BRINDAR UNA MEJORA EN LA CALIDAD Y ATENCIÓN.",0- *,6817446024
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,1- *,6- *,6795620424
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"9- UNA GRAVE SITUACION SOPORTA EL DEPARTAMENTO DE ITAPUA COMO CONSECUENCIA DE SU DESORDENADO CRECIMIENTO DE LA FRONTERA AGRICOLA Y LA FALTA DE ACCIONES EFICIENTES, TENDIENTES A LA PRESERVACION DE LOS RECURSOS NATURALES, AUN EXISTENTES Y DE RECUPERACION DEL (...)",6583548996
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,17- *,0- *,6567341220
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
","3- APOYO EN EL AREA DE COMUNICACIONES AL EJERCITO PARAGUAYO EN CUANTO A RR.HH., MANTENIMIENTO, REPARACIÓN Y USO DE LOS EQUIPOS.",6521522400
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,"2- MEDIANTE LA CREACIÓN DE ESTE PROGRAMA SE PODRA CUMPLIR UNA ACTIVIDAD PROPIA Y ESPECIFICA OBTENIENDO INDEPENDENCIA EN LA APLICACIÓN DE LOS RECURSOS.
LOGRAR MAYOR EFICIENCIA MEDIANTE UNA MEJOR OPERATIVIDAD EN LA DISTRIBUCIÓN DE LOS RECURSOS DISPONIBLES ES (...)",0- *,6457662000
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,9- *,2- COMUNICACION PARA EL DESARROLLO SOCIAL,6337455456
23-ENTES AUTÓNOMOS Y AUTÁRQUICOS,20-INSTITUTO FORESTAL NACIONAL,"1- ADMINISTRAR, PROMOVER Y DESARROLLAR CRITERIOS E INDICADORES PARA UN MANEJO FORESTAL SOSTENIBLE, AMPLIACIÓN Y UTILIZACIÓN RACIONAL DE LOS RECURSOS FORESTALES DEL PAÍS",0- *,6234181560
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,7- *,3- *,6200488032
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,9- *,6199738140
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,3- *,6176295960
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"2- * INCREMENTAR LOS NIVELES DE SEGURIDAD Y CUSTODIA DEL ESPACIO AÉREO NACIONAL DE MANERA EFICIENTE Y EFICAZ, A TRAVÉS DEL ADIESTRAMIENTO DE TRIPULACIONES AÉREAS, TÉCNICOS DE AERONAVES Y LA ADECUADA FORMACIÓN ESPECIALIZADA Y CAPACITACIÓN ACADÉMICA DEL PERS (...)",2- BRIGADA AEROTRANSPORTADA,6095195160
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,8- *,3- *,6011325456
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",6- 0,5908853760
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,16- *,"4- ES LA DEPENDENCIA QUE SE ENCARGA DEL RASTREO DE ARMAS DE FUEGO, MUNICIONES Y EXPLOSIVOS.",5820494184
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"3- DAR CUMPLIMIENTO A LAS FUNCIONES ESTIPULADAS EN LA LEY 426/94
APOYO LOGÍSTICO PARA EL FUNCIONAMIENTO DE LA JUNTA",0- *,5816984448
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",4- OFICIALES Y SUB OFICIALES ESPECIALIZADOS EN OPERACIONES ESPECIALES,5751604680
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,2- *,2- *,5714804016
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,"2- DICTAR ORDENANZAS, RESOLUCIONES Y PRESTAR ACUERDOS DEL DEPARTAMENTO.",0- *,5656547772
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,19- *,0- *,5636292084
28-UNIVERSIDADES NACIONALES,03-UNIVERSIDAD NACIONAL DE PILAR,2- *,0- *,5604255000
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",7- *,5546091780
22-GOBIERNOS DEPARTAMENTALES,09-GOBIERNO DEPARTAMENTAL DE PARAGUARÍ,1- *,9- *,5452958772
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"8- ESTA SECRETARIA APUNTA HACIA LA SOLUCION DE LOS DIVERSOS PROBLEMAS DE LOS INDIGENAS DEL DEPARTAMENTO, A TRAVES DE PROYECTOS INTEGRADOS QUE ABARCA LA PRODUCCION AGRICOLA, LA PRESERVACION DE LA SALUD, LA CAPACITACION EDUCATIVA Y LA ASISTENCIA SOCIAL, EN A (...)",5412699300
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,3- *,"10- ORGANIZAR EL SERVICIO MILITAR OBLIGATORIO; ENROLAMIENTO, RECLUTAMIENTO Y MOVILIZACION, CLASIFICACION Y DISTRIBUCION, INCORPORACION Y LICENCIAMIENTO; CONTROL Y LAS ESTADISTICAS DE LAS FFAA Y DE LAS RESERVAS.",5404840452
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"2- - ATENCIÓN DE 10.300 ALUMNOS EN LOS CURSOS DE GRADO, CARRERAS DE DERECHO, NOTARIADO, CIENCIAS SOCIALES Y POLITICAS DE LA SEDE CENNTRAL Y LAS 9 FILIALES DEL INTERIOR DEL PAIS.
- ATENCION DE 2.100 ALUMNOS EN EL CURSO DE ADMISION, SEDE CENTRAL Y FILIALES.
 (...)","3- PREPARACION ACADEMICA DEL ESTUDIANTE PARA LA ELABORACIÓN Y LA DEFENSA DE LA TESIS DOCTORAL Y OBTENCIÓN DEL TITULO DE DOCTOR EN CIENCIAS JURIDICAS, SOCIALES Y POLITICAS, MEDIANTE EL DESARROLLO DE LOS DISTINTOS CURSOS DE POSTGRADO.",5371200000
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,"2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.
-MEJORA EN LA CALIDAD DE LAS DECISIONES A NIVEL GERENCIAL IMPARTIDAS.
-MAYOR CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
-MEJORA EN LA CA (...)",0- *,5234389440
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"10- - INTEGRIDAD TERRITORIAL Y DEFENSA DE AUTORIDADES LEGITIMAMENTE CONSTITUIDAS, ASEGURADAS.
",2- APOYO DE FUEGO DE ARTILLERIA A LAS OPERACIONES MILITARES DEL EJERCITO PARAGUAYO.,5224219320
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,6- *,"8- LA POLITICA DIFERENCIADA EXSISTENTE NO CUENTA CON INDICADORES CLAROS DE DESARROLLO, ADEMAS DEBE CONSIDERARSE QUE LOS INSTRUMENTOS DE POLITICA PARA EL SECTOR DE LA AGRICULTURA FAMILIAR CAMPESINA ESTAN AUN EN FASE DE DESARROLLO. ATENDIENDO A ESTOS ANTECED (...)",5084756220
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,8- *,5067190740
22-GOBIERNOS DEPARTAMENTALES,16-GOBIERNO DEPARTAMENTAL DE BOQUERON,17- *,15- *,4981561584
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,12- *,3- *,4916771424
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,1- FUNCIONAMIENTO OPERATIVO,8- *,4896990816
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,12- *,2- *,4880771424
22-GOBIERNOS DEPARTAMENTALES,01-GOBIERNO DEPARTAMENTAL DE CONCEPCION,2- *,2- *,4832866788
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"13- -DESARROLLAR LOS CONTENIDOS CURRICULARES DEL PLAN DE ESTUDIOS, INVOLUCRANDO PARTICULARMENTE A LOS DOCENTES Y ALUMNOS, DE TAL FORMA A LOGRAR LA CALIDAD DE LA EDUCACION SUPERIOR, LA RENOVACIÓN DE LAS ENSEÑANZAS Y EL APRENDIZAJE PARA LA FORMACIÓN DE UN NU (...)",3- *,4800000000
22-GOBIERNOS DEPARTAMENTALES,14-GOBIERNO DEPARTAMENTAL DE CANINDEYU,1- *,7- *,4766997756
28-UNIVERSIDADES NACIONALES,06-UNIVERSIDAD NACIONAL DE VILLARRICA DEL ESPIRITU SANTO,7- *,2- *,4665971424
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",13- UNIDAD RESPONSABLE DE ENTRENAR A OFICIALES Y SUB OFICIALES DE LAS FUERZAS ARMADAS DE LA NACION A REALIZAR OPERACIONES DE PAZ,4562589600
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,2- *,2- *,4551500196
12-PODER EJECUTIVO,06-MINISTERIO DE HACIENDA,"2- PYTO 1:
- IMPLEMENTACION DE 5 PYTOS. PILOTO DEL SISTEMA.
- CAPACITACION DE FUNCIONARIOS
- AUDITORIA DEL CIERRE DEL PYTO.
PYTO 2:
- 3 TALLERES DE RECOPILACION DE REQUERIMIENTOS DEL SIST.
- AJUSTES SOBRE REQUERIMIENTOS DEL SIST.
- CONTRATACION DE CONSULTO (...)",0- *,4507489224
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,12- FORMACION DE PROFESIONALES ARQUITECTOS,"1- EL INSTITUTO SUPERIOR DE ARTES DESDE SU CREACION EN EL AÑO 1996, SE HA PROPUESTO COMO OBJETIBO PROMOVER LA FORMACION DE PERSONAS CAPACES DE COMPROMETERSE  PLENAMENTE EN EL PROCESO DE AQUISICION DEL SABER ARTISTICO",4491706380
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,3- *,0- *,4476933324
22-GOBIERNOS DEPARTAMENTALES,10-GOBIERNO DEPARTAMENTAL DE ALTO PARANÁ,1- *,5- *,4410656172
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,8- *,1- *,4273727880
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,"7- - ESTUDIOS DE PROYECTOS PARA CREACION DE UNIVERSIDADES.
- HABILITACION DE NUEVAS CARRERAS UNIVERSITARIAS.
- APERTURA DE FILIALES DE LAS UNIVERSIDADES PRIVADAS Y PUBLICAS.
- EVALUACIÓN DE LAS ACTIVIDADES UNIVERSITARIAS A NIVEL NACIONAL. 
- APROBACIÓN DE  (...)",0- *,4218167232
12-PODER EJECUTIVO,07-MINISTERIO DE EDUCACIÓN Y CULTURA,18- *,1- CRPC,4153920000
22-GOBIERNOS DEPARTAMENTALES,07-GOBIERNO DEPARTAMENTAL DE ITAPUA,7- *,"6- TENIENDO EN CUENTA EL DEFICIT EN ORGANIZACION, YA SEA EN COMITE O COOPERATIVAS DONDE LA NECESIDAD DE LAS MUJERES COMO MADRES ESPOSAS DEBEN SER PROTAGONISTAS DEL BIENESTAR DE SUS FAMILIAS.
EN CUANTO A LA SALUD EN EL FACTOR BIOLOGICO Y PSOCOLOGICO, LA MAT (...)",4142408916
22-GOBIERNOS DEPARTAMENTALES,05-GOBIERNO DEPARTAMENTAL DE CAAGUAZÚ,2- -REDUCCIÓN DEL TIEMPO DE GESTION Y TRAMITES ADMINISTRATIVOS ESPERADOS.,0- *,4066980000
22-GOBIERNOS DEPARTAMENTALES,15-GOBIERNO DEPARTAMENTAL DE PRESIDENTE HAYES,15- *,6- *,4054273596
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",2- INSTITUCIÓN ENCARCARGADA DICTAR CURSO DE COMANDO Y ESTADO MAYOR A OFICIALES SUPERIORES CON ENFASIS EN LICENCIATURA EN OPERACIONES MILITARES,3958246800
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","7- INSTITUCION ACADEMICA DE LAS FUERZAS ARMADAS QUE PLANIFICA, ORGANIZA Y EJECUTA CURSOS DE FORMACION PROFESIONAL EN EL AREA DE EDUCACION FISICA Y SALUD.",3930700740
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","1- EL CIMEE FUE CREADO PARA PLANEAR, ORIENTAR, COORDINAR Y CONTROLAR LAS ACTIVIDADES RELACIONADAS CON LA FORMACION, PERFECCIONAMIENTO PROFESIONAL Y CULTURAL DEL PERSONAL DEL EJERCITO.",3790767024
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.",5- *,3716469240
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"15- - CONTROLAR, COORDINAR Y DIRIGIR LA APLICACIÓN DEL`PLAN ACADEMICO DE LOS INSTITUTOS MILITARES DEL EJERCITO.","3- PERFECCIONAR Y ESPECIALIZAR OFICIALES SUBALTERNO EN EL GRADO DE CAPITAN DESARROLLANDO LA FUNCION ACADEMICA, VISANDO LA CAPACITACION PROFESIONAL DE LOS SEÑORES OFICIALES ALUMNOS PARA LA CONDUCCION EFICIENTE DE LAS OPERACIONES TACTICAS Y ADMINISTRATIVAS D (...)",3673066968
22-GOBIERNOS DEPARTAMENTALES,12-GOBIERNO DEPARTAMENTAL DE ÑEEMBUCÚ,1- *,"4- MEJORAR LA ORIENTACION DE LAS ACCIONES EN LA ATENCION DE LAS DEMANDAS PUNTUALES SURGIDAS EN LOS SECTORES DE LA MUJER, JUVENTUD E INFANCIA, ASÍ COMO EN LA ASISTENCIA SOCIAL DE SECTORES ALTAMENTE CARENCIADOS, A TRAVES DE LA ADOPCION DE MECANISMO DE PRIORI (...)",3521988912
22-GOBIERNOS DEPARTAMENTALES,04-GOBIERNO DEPARTAMENTAL DE GUAIRÁ,"1- - APOYO A LA EDUCACION Y CULTURA
- APOYO AL SECTOR SALUD
- APOYO A LA MUJER, NIÑEZ Y ADOLESCENCIA
- APOYO A LA JUVENTUD",3- *,3338896260
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,9- VIVIENDAS ENCUESTADAS,2- *,3211152000
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,5- - NUMERO DE VETERANOS ASISTIDOS,0- *,3062141268
24-ENTIDADES PÚBLICAS DE SEGURIDAD SOCIAL,02-CAJA DE SEGURIDAD SOCIAL DE EMPLEADOS Y OBREROS FERROVIARIOS,"1- -TIEMPO EMPLEADO EN LOS TRÁMITES ADMINISTRATIVOS.
-CALIDAD DE LAS DECISIONES TOMADAS A NIVEL GERENCIAL.
-CREDIBILIDAD Y CONFIANZA DE LOS PROVEEDORES EN LOS PROCESOS DE ADQUISICIONES REALIZADAS.
",0- *,2990808384
12-PODER EJECUTIVO,01-PRESIDENCIA DE LA REPÚBLICA,34- N/A,0- N/A,2892361824
28-UNIVERSIDADES NACIONALES,07-UNIVERSIDAD NACIONAL DE CAAGUAZU,9- *,1- *,2879683308
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,"8- - ASISTENCIA MEDICA AL PERSONAL MILITAR Y CIVIL QUE CONCURRAN A LA INSTITUCION.
- AUMENTAR EL NUMERO DEL PERSONAL DISPONIBLE EN LAS DISTINTAS CATEGORIAS (MEDICOS, PARAMEDICOS E IDONEOS).
- MEJORAR EL EQUIPAMIENTO DE SUS INSTALACIONES, DE SUERTE A ELEVAR (...)",2- *,2693820000
12-PODER EJECUTIVO,10-MINISTERIO DE AGRICULTURA Y GANADERÍA,7- *,"5- OFRECER INFORMACIONES SOBRE TEMAS AGROPECUARIOS Y FORESTALES EN APOYO A LOS PLANES, PROGRAMAS Y PROYECTOS DEL MAG Y OTRAS INSTITUCIONES OFICIALES Y PRIVADAS DEL PAIS Y APOYAR AL SECTOR EDUCATIVO A NIVEL NACIONAL.",2688269064
22-GOBIERNOS DEPARTAMENTALES,13-GOBIERNO DEPARTAMENTAL DE AMAMBAY,2- *,1- *,2540710116
28-UNIVERSIDADES NACIONALES,05-UNIVERSIDAD NACIONAL DE CONCEPCIÓN,2- FORMACIÓN DE PROFESIONALES QUE ASUMAN EL COMPROMISO DE MANTENER LOS ALTOS VALORES HUMANOS Y LA ÉTICA PROFESIONAL EN EL MARCO DE SUS RESPONSABILIDADES LEGALES Y LA BÚSQUEDA CONSTANTE DEL BIEN COMÚN. ESTÉN ENTRENADOS PARA TRABAJAR EN EQUIPO E INTERDISCIPL (...),3- FACULTAD DE CIENCIAS AGRARIAS-CARRERA DE LICENCIATURA EN ADMINISTRACION DE AGRONEGOCIOS,2496750000
12-PODER EJECUTIVO,05-MINISTERIO DE DEFENSA NACIONAL,4- *,"2- - PROGRAMA, COORDINA, EJECUTA Y CONTROLA LOS ACTOS PROTOCOLARES EN LOS EVENTOS DE CARACTER CASTRENSE, LOS QUE PRESIDE EL SR COMANDANTE EN JEFE DE LAS FFAA Y/O EL SR COMANDANTE DE LAS FUERZAS MILITARES.
- ES EL ORGANISMO TECNICO ENCARGADO DE GARANTIZAR L (...)",2474667756
28-UNIVERSIDADES NACIONALES,01-UNIVERSIDAD NACIONAL DE ASUNCIÓN,"14- -LA CAPACITACION DE RRHH CALIFICADOS EN ENFERMERIA Y OBSTETRICIA, DE NIVEL UNIVERSITARIO, PARA FORTALECER LOS SERVICIOS SOCIALES Y DE SALUD, REGIONALES Y NACIONALES.","5- * DADA LA ESCASEZ DE PERSONAL CALIFICADO EN ENFERMERIA, PARA LA ATENCION DEL CUIDADO DE LA SALUD, EN RELACION A LAS NECESIDADES DE LA COMUNIDAD, LA ESCUELA DE ENFERMERIA TIENE UN ALTO COMPROMISO SOCIAL DE PROVEER UN PROFESIONAL CAPAZ DE AYUDAR EN LA SOL (...)",2386730520
